maxsal,minsal,intern_num,city,scale,c_desc,month_num,day,c_tag,name,industry,c_name,
400,200,29,北京,150-500人,“家长少花钱，老师多挣钱”的家教平台,9,2,"['团队氛围', '提升空间大', '大平台', '能学到干货', '寒暑假期', '去哪儿实习生', '有情怀', '使命必达', '一起做大事', '团队好']",小学授课老师,教育/培训,优思家教,
150,120,4,深圳,150-500人,Delivering the Best Global Logistics Solutions,6,5,[],文件/单证员 - Executive,交通/贸易/物流,BDP,
200,150,5,深圳,500-2000人,新媒体业内字化内容互动营销机构,3,5,[],短视频编导实习生,广告/传媒/公关/展览,蜂群文化,
180,120,3,上海,50-150人,互联网行业猎头公司,3,5,"['五险一金双休', '氛围好', '猎头/招聘', '激励/奖金']",CEO助理-业务线,企业服务/咨询,Spreadtalent,
120,80,19,广州,15-50人,全球APP营销广告平台,3,5,"['导师制培养', '网络营销', 'APP推广', '成长空间']",国内业务实习生,互联网/游戏/软件,氪金科技,
180,120,3,上海,50-150人,互联网行业猎头公司,6,4,"['五险一金双休', '氛围好', '猎头/招聘', '激励/奖金']",产研招聘实习生,企业服务/咨询,Spreadtalent,
120,100,4,杭州,150-500人,本地生活社区平台,3,4,"['平台好', '氛围好']",人力实习生,互联网/游戏/软件,19楼,
150,120,5,上海,15-50人,致力于为中国高端家庭提供一站式国际教育服务,11,5,"['工作氛围极好', '领导nice', '发展速度快', '专业提升巨大', '专注教育', '实现自我梦想', '顶级VC投资', '巨大发展潜力', '办公气氛自由', '生日补助']",留学部管培生,教育/培训,海岸线国际教育,
100,100,5,成都,50-150人,达澳银基金管理有限公司成立于2006年6月5日，注册资本一亿元人民币，总部设在中国深圳。,3,3,[],营销支持实习生,金融/经济/投资/财会,信达澳银基金,
120,100,16,广州,2000人以上,中国测绘及地理信息技术装备领域家、也是迄今为止一家上市企业,4,5,"['个性年会', '人文关怀', '同事有爱', '定义未来', '优秀可转正', '巨大成长空间', '执行力超强', '职前培训']",HRBP实习生J10440,互联网/游戏/软件,中海达,
150,150,7,上海,150-500人,”The Gift of the Earth，来自大地的礼物。”,4,3,"['专业化团队', '扁平化管理', '健康工作环境', '年轻人聚集地', '多种餐食福利', '独立美资企业']",采购实习生,快消/百货/批发/零售,dōTERRA多特瑞,
120,100,3,广州,15-50人,致力于成为中国文化营销传播界的一股新力量,12,5,[],平面设计实习生,广告/传媒/公关/展览,聚观文化,
200,150,5,深圳,150-500人,BLUE是一家致力于改变东南亚人民的支付与生活的互联网公司。,6,5,[],设计实习生,互联网/游戏/软件,BLUE,
150,120,10,上海,150-500人,尖叫设计是一个原创设计家居集合品牌，由一群中国著名设计师创立。,7,3,"['氛围欢快', '丰富活动', '环境优美', '五险一金', '晋升空间大']",摄影摄像助理,互联网/游戏/软件,尖叫互动,
300,150,3,上海,50-150人,上海科创中心战略四梁八柱组成之一，聚焦科学资源数据的科学技术综合体。,3,3,['热情'],产品运营实习生,互联网/游戏/软件,科发,
150,120,6,上海,50-150人,叨叨记账，会说话的人工智能记账本,4,5,"['叨叨记账', '二次元', '追星', '能够学到许多东西', '轻松氛围', '提供实习证明', '有留用机会', '同事友好nice']",内容运营实习生（欧美向）,互联网/游戏/软件,叨叨记账,
400,200,32,上海,150-500人,“家长少花钱，老师多赚钱”的名校大学生家教平台,3,5,"['帮助学生成长', '过节福利', '培训机会', '扁平管理', '晋升空间', '氛围好', '领导nice', '快乐', '吃货多']",上门家教,教育/培训,优思教育,
180,120,2,上海,2000人以上,全球的汽车企业之一,6,3,[],UIUX Design Intern-User Engagement,汽车/机械/制造,福特,
300,150,3,昆明,150-500人,一家专业专注于娱乐演艺为龙头，人才岗位培训及分配的文化机构,3,6,"['定向培养', '上升通道', '免费餐饮', '新媒体推广', '新媒体推广']",经理秘书,广告/传媒/公关/展览,布饶克文化传媒 ,
120,100,3,深圳,50-150人,法国雅高管理的一家四星级标准商务酒店,6,5,"['法定假日', '年终奖金', ' 五险一金', '包吃住', '月休8天']",前台/接待实习生,餐饮/酒店/旅游/娱乐,万德诺富特酒店,
100,80,1,北京,50-150人,一家正在高速发展阶段的会计师事务所,3,5,[],项目助理/司法会计鉴定助理,农林牧渔/其他,中之光,
150,120,5,成都,150-500人,咕咚，一亿人的运动社交平台，独树一帜的互联网体育头部品牌，智能运动的倡导者和先行者。,6,5,"['网络技术', '青年团队', '关注员工发展']",赛事内容运营实习生,互联网/游戏/软件,咕咚,
200,120,5,上海,500-2000人,让细胞改变生命的长度和丰度,3,5,[],HR实习生,医疗/健康/制药/生物,上海细胞治疗集团,
150,100,31,上海,2000人以上,致力于为客户提供先进的、完整的汽车动力总成和车身控制系统解决方案,7,4,"['氛围和善', '锻炼自我', '超赞的午餐', '良好工作环境']",大型软件平台开发实习生(SH),汽车/机械/制造,UAES,
150,100,14,北京,50-150人,为金融保险公司提供创新的保险产品设计、精细的风险控制方法,3,5,"['双休不打卡', '就是这么棒', '拉新实习生', '年轻有基情', '别墅办公', '氛围融洽', '现磨咖啡', '互联网/电子商务', '有午餐补贴']",社群运营实习生,金融/经济/投资/财会,爱选科技,
100,100,13,上海,150-500人,致力于广告、版权发行、艺人经纪和影视制作等多个领域,4,5,"['交通便捷', '行业发展优势']",传统电视业务发行助理,广告/传媒/公关/展览,TVBC,
150,100,11,广州,50-150人,集节能环保咨询、工程设计、设备加工生产、工程施工等一站式服务的高新技术企业,12,5,"['购买五险', '员工旅游', '交通补贴', '通讯补贴', '定期体检', '包住宿']",行政文员,化工/能源/环保,源创环境,
100,80,19,广州,15-50人,全球APP营销广告平台,6,6,"['导师制培养', '网络营销', 'APP推广', '成长空间']",海外商务助理,互联网/游戏/软件,氪金科技,
400,200,6,厦门,少于15人,一家在美国的从事旅游数据分析，文化交流，高端定制旅游以及相关整体解决方案的公司,3,5,"['激励奖金多', '自由支配']",经理助理,教育/培训,Farland,
200,150,267,全国,2000人以上,掌门1对1，总部位于中国上海，是一家为全国中小学生提供高端1对1定制化学习辅导的在线教育公司,4,5,"['培训体系完善', '大平台', '晋升机制', '实习经验', '关注员工发展', '创新产品']",实习线上幼小语文，数学老师,教育/培训,掌门1对1,
250,200,36,上海,2000人以上,全球领先的一站式生活服务平台,3,5,[],教育直播运营实习生,互联网/游戏/软件,美团点评,
150,100,12,上海,2000人以上,集团公司，直营超市为主营业务之一，囊括便利店，物流，酒店，商业广场等多家子公司,3,4,"['免费中餐', '企业文化好', '无限可能', '公司培训', '有发展前景', '免费体检']",人力资源专员,快消/百货/批发/零售,农超集团,
300,180,92,北京,2000人以上,一家集房产交易服务、资产管理服务为一体以数据驱动的价值链房产服务平台,12,6,"['重视员工价值', '年轻有激情', '销售', '晋升空间', '专项培训', '专业知识', '强力的培训体系', '精心培养', '行业发展优势', '互联网+建筑']",线上房产销售,房产/家居/物业/建筑,链家,
300,150,6,上海,15-50人,托你的福是一家发展迅速的线上托福教育公司，改变传统教育模式，目前已帮助数万名考生取得110-119分,3,3,"['追逐梦想', '时间自由', '实战历练', '团建乐趣多', '同事都可爱', '一视同仁', '锻炼机会多']",助教实习生,教育/培训,托你的福,
200,150,116,北京,500-2000人,国内的财富管理公司,4,5,"['有趣的团队', '定期团建', '人情味十足', '重视员工价值', '有水果吃', '领导是逗比', '发展机遇', '8小时工作制', '福利待遇优', '接收应届生']",个人理财规划师,金融/经济/投资/财会,源石财富,
200,100,2,广州,15-50人,一家集工商注册、记账报税、知 识产权、财务统筹等一系列企业相关服务的大型财税咨询公司。,3,3,"['大家庭氛围', '培训多', '有饭补']",实习生（招聘助理）,企业服务/咨询,利杰轩财税,
200,200,5,上海,15-50人,创新物联网+云计算技术,6,3,['有创意有乐趣'],Web应用开发实习生,互联网/游戏/软件,仪电中央研究院,
200,150,18,北京,500-2000人,专注移动领域的应用开发,3,4,"['充足零食预算', '公司靠谱', '出国机会', '发展速度快', '志同道合']",产品运营实习生,互联网/游戏/软件,Keep,
150,100,9,石家庄,50-150人,集团是一家扎根中国12年，面向全国集研发、生产、销售为一体的科贸连锁企业,3,6,[],2020届市场实习生,电子/通信/硬件,普渲科技,
80,50,1,全国,少于15人,00后超爱的线上茶店。主要做袋泡茶、果茶。未来还会有茶浓缩液、冻干茶粉。,1,3,['可远程办公'],文案策划,快消/百货/批发/零售,不听茶,
150,120,3,北京,500-2000人,支撑我国工业领域信息安全的研究与推进机构,6,4,"['五险一金绩效', '社保缴纳', '零食水果', '各种节日福利', '年终奖', '带薪年假', '免费体检', '单位食堂']",市场运营实习生,公共事业/NGO/政府,国家工信安全中心,
300,200,114,全国,150-500人,新三板挂牌公司（股票代码831611）,3,2,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",编辑实习生（音乐/美术/舞蹈方向）,教育/培训,圣才电子书,
200,120,6,西安,150-500人,团专注于城市建设领域的专业服务,6,5,[],建筑施工图实习生,房产/家居/物业/建筑,天华建筑,
50,0,1,全国,少于15人,一家以提供建站服务，微信开发以及新媒体运营为主的网络服务公司,3,5,"['老板谦和', '轻松活泼', '创业指导']",跨境电商项目校园运营经理,互联网/游戏/软件,石盛网络,
150,100,20,杭州,少于15人,致力于音乐、艺术、影视等文化产业的发展,3,5,[],乐团负责类实习生,广告/传媒/公关/展览,华艺文化,
200,100,4,成都,15-50人,专注于股权投资市场的核心人才能力进阶,3,5,"['高薪', '各种好玩', '专业带教', '年轻&amp;  活力', '人性化']",设计实习生,金融/经济/投资/财会,青年投资家俱乐部,
150,120,12,苏州,500-2000人,专注于专利数据库建设、专利数据挖掘、专利地图分析及专利管理系统的高科技企业,3,3,"['行业领导者', '咖啡机', '办公环境好', '快乐', '提升空间大', '大牛集聚', '客户牛', '精英多多', '自我提升', '带薪假期']",财务实习生,互联网/游戏/软件,智慧芽,
500,300,114,全国,150-500人,新三板挂牌公司（股票代码831611）,11,1,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",肿瘤编辑实习生,教育/培训,圣才电子书,
150,100,24,沈阳,2000人以上,金融保险、银行、投资等金融业务为一体的整合、紧密、多元的综合金融服务集团,4,4,[],人力资源实习生,金融/经济/投资/财会,中国平安,
150,100,6,广州,50-150人,首批入住国家软件产业基地上海浦东软件园的高新技术企业,10,5,"['简单真诚', '交通方便', '双休日']",嵌入式技术支持实习生,互联网/游戏/软件,上海创景,
200,150,12,深圳,15-50人,自媒体孵化MCN平台，以创造头部的原创质量号矩阵为企业目标。,6,5,"['扁平化管理', '年轻团队', '创造性', '员工培养', '不限工作经验', '挑战性', '领导NICE', '团队气氛好', '锻炼能力', '工作氛围极好']",美妆短视频编导,互联网/游戏/软件,人生无限传媒,
200,200,3,北京,150-500人,华视网聚是国内影视版权业务龙头企业，主要负责国内外影视版权采购和发行。,3,5,['转正'],影视后期实习生,广告/传媒/公关/展览,捷成华视网聚,
100,50,9,上海,150-500人,致力于推动中国内地与海外地区的文化传播与交流,8,5,"['发展机会多', '五险一金双休', '90后居多，氛围好', '学习机会', '大梦想', '氛围相当好']",编导助理,广告/传媒/公关/展览,日欣传媒,
150,100,23,杭州,50-150人,专注于装修、建材、家居垂直领域的电子商务平台,8,5,"['90后主宰', '培训完善', '提供转正机会', '一对一师徒制', '一年三次晋升机会', '免费工作餐', '五险一金', '员工旅游', '提供宿舍']",运营实习生（转化促活方向）,互联网/游戏/软件,轻松装,
120,80,14,成都,150-500人,一家集主题游乐、文旅事业建设、游乐运营为一体的综合管理公司,12,7,"['敬业的精神', '系统培训', '规划', '免费食宿', '90后居多', '实习机会多', '薪资福利完善', '领导nice', '团队气氛nice', '好的晋升品台']",游乐实习生,餐饮/酒店/旅游/娱乐,国色天乡,
